Plant,Side,tissue,Identifier 1,Identifier 2,Run,Row,Amount,d13C,pctC,mcgC,d15N,pctN,mcgN,CNratio,Fungal_treatment,N_level,Fungus_attempted,Fungal_state_week_of_August_21,Notes1,Predicted_fungi_just_prior_to_harvest,Receives 15N label?,Harvest date,Batch,Harvest_time,Actual_fungi_at_harvest,Actual_fungus_by_compartment,Limited_colonization,Failed_split,Roots_dead_at_harvest,Harvest_notes,enriched,mycofungus,uniqueIds,replicated,atmpct13C,atmpct15N,mmol13Cexcess,mmol15Nexcess,APE13C,APE15N
6065,a,hyphae,Bogar_6065_a_hyphae/rhizomorphs,1_G5,1,105,760,-24.69,42.5,323,9.47,1.9,14,22.6,NM/NM,High,NM,THETE,NA,THETE/THETE,N,171220,FC12,16:25,THETE/THETE,THETE,N,N,N,NA,1,THETE,6065 a hyphae THETE,FALSE,1.0840939506948521,0.3697593515342608,0.06090562399999998,0.013125105000000001,0.005959586525670968,0.0013028581124819305
6050,b,mycorrhizas,Bogar_6050_b_mycorrhizas,1_G6,1,106,2059,-10.56,22.5,464,6.46,1.8,36,12.8,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/SUIPU,Y,171212,FC05,23:00,SUIPU/SUIPU,SUIPU,N,N,N,"Almost entirely SUIPU. I find it hard to distinguish mid-age SUIPU from THETE. Extractions made (740 = THETE?, 741 = SUIPU?). I think these could both have been mixed, but branching pattern is suilloid, coloration Thelephoroid, hyphae indistinguishable (both dense).",1,SUIPU,6050 b mycorrhizas SUIPU,FALSE,1.0996272723012268,0.3686608815031723,0.21968725999999997,0.0020588399999999984,0.02149290813204563,2.0438808139339182e-4
6012,b,uncolonized_roots,Bogar_6012_b_NM,1_G7,1,107,2771,25.65,17.2,477,7.41,1.5,43,11.2,THETE/SUIPU,High,SUIPU,SUIPU,NA,THETE/SUIPU,N,171206,FC02,15:15,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6012 b uncolonized_roots SUIPU,FALSE,1.1394112091055002,0.3690075773183761,0.6265862719999999,0.005551514999999999,0.06127684493631902,5.510838965971931e-4
6058,a,uncolonized_roots,Bogar_6058_a_NM,1_G8,1,108,3022,-26.73,45.9,1386,5.84,0.7,21,64.7,NM/NM,Low,NM,NM,NA,NM/NM,Y,171221,FC13,19:25,NM/NM,NM,N,N,N,NA,1,NM,6058 a uncolonized_roots NM,FALSE,1.0818509449152613,0.36843461556467005,0.03798173599999999,-2.2059000000000184e-4,0.003716580746080167,-2.1877857108831833e-5
6010,a,hyphae,Bogar_6010_a_hyphae/rhizomorphs,1_G10,1,110,3077,-23.56,12,369,9.57,1.1,34,10.7,THETE/NM,High,THETE,THETE?,NA,THETE/THETE,Y,180111,FC16,13:30,THETE/NM,THETE,N,N,N,"crust everywhere EXCEPT BF, BR (BR has a little crust, but only at top/stem -- crawled from side A)",1,THETE,6010 a hyphae THETE,FALSE,1.0853363561966425,0.3697958451395007,0.07360366,0.013492755,0.007201992027461301,0.001339351717721815
6099,a,hyphae,Bogar_6099_a_hyphae/rhizomorphs,1_G11,1,112,2334,0.49,20.4,476,9.84,1.5,35,13.6,NM/NM,High,NM,THETE,NA,THETE/THETE,N,180111,FC16,15:10,THETE/THETE,THETE,N,N,N,NA,1,THETE,6099 a hyphae THETE,FALSE,1.111771304629332,0.3698943777401097,0.34385831999999994,0.014485409999999999,0.033636940460150866,0.0014378843183308065
6075,b,hyphae,Bogar_6075_b_hyphae/rhizomorphs,1_G12,1,113,1175,-18.88,35.8,420,6.33,1.5,18,23.7,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171218,FC10,17:50,THETE/THETE,THETE,N,N,N,"mycos also pretty bad here, but there is limited mantle development and clampy hyphae present",1,THETE,6075 b hyphae THETE,FALSE,1.0904815617479053,0.3686134387302518,0.126193756,0.001580894999999999,0.012347197578724156,1.569453084729333e-4
6061,a,uncolonized_roots,Bogar_6061_a_NM,1_H2,1,115,2593,-23.62,53.5,1386,2.39,0.9,24,59,NM/NM,Low,NM,NM,NA,NM/NM,Y,171205,FC01,22:30,THETE/NM,NM,N,N,N,no mycos obvious,1,NM,6061 a uncolonized_roots NM,FALSE,1.0852703885475024,0.3671755363298296,0.07292942799999998,-0.012904515000000002,0.007136024378321171,-0.0012809570919493085
6094,b,mycorrhizas,Bogar_6094_b_mycorrhizas,1_H3,1,116,2436,-18.23,26.6,647,4.03,1.4,34,19.1,SUIPU/NM,High,NM,THETE,NA,THETE/THETE,N,171220,FC12,8:15,THETE/THETE,THETE,N,N,N,NA,1,THETE,6094 b mycorrhizas THETE,FALSE,1.0911961312959086,0.36777405912268213,0.13349793599999998,-0.006875055000000001,0.013061767126727464,-6.824342990967569e-4
6075,b,mycorrhizas,Bogar_6075_b_mycorrhizas,1_H4,1,117,2650,-25.01,43.2,1145,5.76,0.9,24,47.1,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171218,FC10,17:50,THETE/THETE,THETE,N,N,N,"mycos also pretty bad here, but there is limited mantle development and clampy hyphae present",1,THETE,6075 b mycorrhizas THETE,FALSE,1.0837421133777319,0.36840541988484243,0.057309719999999974,-5.147100000000021e-4,0.005607749208550672,-5.1073536936452335e-5
6007,b,mycorrhizas,Bogar_6007_b_mycorrhizas,1_H5,1,118,3162,-16.76,26.1,826,5.08,1.5,47,17.7,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,N,171205,FC01,16:00,SUIPU/NM,SUIPU,N,N,N,NA,1,SUIPU,6007 b mycorrhizas SUIPU,FALSE,1.0928121197344969,0.3681572559154578,0.15001661999999996,-0.003014730000000001,0.014677755565315698,-2.992375063211039e-4
6006,b,mycorrhizas,Bogar_6006_b_mycorrhizas,1_H6,1,119,2567,-15.72,40.4,1036,7.75,2.4,61,17,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,180110,FC15,10:20,THETE/THETE,THETE,N,N,N,NA,1,THETE,6006 b mycorrhizas THETE,FALSE,1.0939553721780066,0.3691316573396198,0.16170330799999996,0.006801524999999999,0.015821008008825466,6.75163917840893e-4
6085,b,uncolonized_roots,Bogar_6085_b_NM,1_H7,1,123,3578,-26.32,44.4,1588,1.53,1.2,43,36.8,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,Y,171214,FC06,20:15,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6085 b uncolonized_roots SUIPU,FALSE,1.0823017532642292,0.3668616739423264,0.04258898799999999,-0.016066305,0.004167389095047991,-0.0015948194794525028
6066,a,hyphae,Bogar_6066_a_hyphae/rhizomorphs,1_H8,1,124,2519,0.05,24.9,627,6.25,3.3,84,7.4,THETE/SUIPU,High,THETE,THETE,NA,THETE/THETE,N,171220,FC12,13:55,THETE/THETE,THETE,N,N,N,NA,1,THETE,6066 a hyphae THETE,FALSE,1.1112877983640612,0.3685842431552276,0.33891395199999996,0.0012867749999999987,0.03315343419488004,1.27749733448701e-4
6001,a,uncolonized_roots,Bogar_6001_a_NM,1_H9,1,125,3103,-26.85,41.2,1279,4.85,0.9,29,44.6,SUIPU/NM,Low,SUIPU,SUIPU,NA,SUIPU/NM,Y,171208,FC04,21:15,SUIPU/NM,SUIPU,N,N,N,"Batch FC04: Not picking ALL TFRs, just enough for isotopes.",1,SUIPU,6001 a uncolonized_roots SUIPU,FALSE,1.0817190002309263,0.36807331782249375,0.036633271999999974,-0.0038603250000000026,0.0035846360617450834,-3.831755992851349e-4
6023,b,uncolonized_roots,Bogar_6023_b_NM,1_H10,1,126,3983,-3.92,46.8,1866,2.71,2.9,115,16.2,THETE/THETE,High,THETE,NM,THETE fruiting both sides,THETE/THETE,N,180109,FC14,13:05,THETE/THETE,THETE,N,N,N,NA,1,THETE,6023 b uncolonized_roots THETE,FALSE,1.1069250394004162,0.3672923218296937,0.294302268,-0.011728035000000001,0.02879067523123502,-0.0011641715920852058
6099,b,mycorrhizas,Bogar_6099_b_mycorrhizas,1_H11,1,127,2894,-10.23,40.9,1184,14.06,1.8,53,22.2,NM/NM,High,NM,THETE,NA,THETE/THETE,Y,180111,FC16,15:10,THETE/THETE,THETE,N,N,N,roots grew beneath 1st layer of mesh.,1,THETE,6099 b mycorrhizas THETE,FALSE,1.0999899879678587,0.3714343804665079,0.22339553599999998,0.03000024,0.02185562379867756,0.0029778870447290107
6064,b,uncolonized_roots,Bogar_6064_b_NM,1_H12,1,128,1231,-18.29,45.2,556,4.19,1.4,17,32.1,SUIPU/SUIPU,High,SUIPU,NM?,NA,SUIPU/NM,N,171212,FC05,7:20,THETE/SUIPU,THETE,N,N,N,"Fungus doesn't look much like SUIPU OR THETE. Could it be something else? Smooth, tawny, a few obvious rhizomorphs, but quite swollen. Not as clustered as SUIPU. (I THINK IT'S THETE). Extracted DNA in butes 737, 738. (739 = neg. ctrl.)",1,THETE,6064 b uncolonized_roots THETE,FALSE,1.0911301714624806,0.3678324512052751,0.132823704,-0.006286815,0.01299580729329941,-6.240422165038062e-4
6078,b,mycorrhizas,Bogar_6078_b_mycorrhizas,2_A1,1,130,2835,-15.72,41.7,1183,7.8,1.2,34,35.2,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,N,171208,FC04,14:00,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6078 b mycorrhizas SUIPU,FALSE,1.0939553721780066,0.3691499043755007,0.16170330799999996,0.006985349999999998,0.015821008008825466,6.934109537218291e-4
6069,b,uncolonized_roots,Bogar_6069_b_NM,2_A3,1,132,2546,-22.26,39.6,1009,5.14,0.6,16,63.4,THETE/NM,Low,NM,NM,NA,THETE/NM,N,171219,FC11,17:20,THETE/NM,NM,N,N,N,NA,1,NM,6069 b uncolonized_roots NM,FALSE,1.086765633655338,0.3681791527860144,0.08821201999999997,-0.0027941400000000027,0.008631269486156778,-2.773406357645114e-4
6092,b,mycorrhizas,Bogar_6092_b_mycorrhizas,2_A4,1,133,2793,-12.92,36,1004,6.71,1.1,29,34.1,SUIPU/SUIPU,Low,SUIPU,NM,NA,SUIPU/NM,N,171216,FC08,15:40,SUIPU/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6092 b mycorrhizas SUIPU,FALSE,1.0970332281652084,0.3687521174779493,0.19316746799999995,0.0029779649999999987,0.01889886399602725,2.95624056170396e-4
6067,a,mycorrhizas,Bogar_6067_a_mycorrhizas,2_A5,1,134,3685,-27.54,43.8,1612,5.02,1,36,44.3,THETE/SUIPU,Low,THETE,NM?,"both sides alive, THETE probably present",THETE/SUIPU,N,171207,FC03,14:00,MIXED/THETE,THETE,N,N,N,NA,1,THETE,6067 a mycorrhizas THETE,FALSE,1.0809603114650235,0.3681353590352764,0.028879604,-0.003235320000000003,0.0028259472958422904,-3.2113438650249737e-4
6066,b,uncolonized_roots,Bogar_6066_b_NM,2_A6,1,135,3563,-13.09,41.6,1484,4.21,1.3,45,33,THETE/SUIPU,High,SUIPU,THETE,NA,THETE/THETE,Y,171220,FC12,13:55,THETE/THETE,THETE,N,N,N,NA,1,THETE,6066 b uncolonized_roots THETE,FALSE,1.0968463637995587,0.36783975021078674,0.191257144,-0.0062132850000000015,0.018711999630377507,-6.167432109921434e-4
6008,b,uncolonized_roots,Bogar_6008_b_NM,2_A7,1,136,3380,-26.86,37.9,1280,4.99,0.7,24,53.9,SUIPU/SUIPU,Low,SUIPU,NM?,NA,NM/NM,Y,171214,FC06,8:10,SUIPU/SUIPU,SUIPU,N,N,N,v. little colonization,1,SUIPU,6008 b uncolonized_roots SUIPU,FALSE,1.0817080048246763,0.36812441059157636,0.036520899999999995,-0.0033456150000000006,0.003573640655495147,-3.3208283020252916e-4
6069,a,mycorrhizas,Bogar_6069_a_mycorrhizas,2_A8,1,137,1961,-24.82,40.5,794,7.77,0.9,18,43.2,THETE/NM,Low,THETE,THETE,NA,THETE/NM,Y,171219,FC11,17:20,THETE/NM,THETE,N,N,N,lame mycos,1,THETE,6069 a mycorrhizas THETE,FALSE,1.0839510170866378,0.3691389561547742,0.059444787999999985,0.006875054999999997,0.005816652917456588,6.824627329953259e-4
6006,b,uncolonized_roots,Bogar_6006_b_NM,2_A9,1,139,3901,-9.71,44.6,1741,4.55,1.5,58,30,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,180110,FC15,10:20,THETE/THETE,THETE,N,N,N,NA,1,THETE,6006 b uncolonized_roots THETE,FALSE,1.1005615345282354,0.3679638331408596,0.22923887999999998,-0.004963275000000002,0.02242717035905417,-4.92660280919266e-4
6097,b,mycorrhizas,Bogar_6097_b_mycorrhizas,2_A11,1,141,3085,19.36,30.1,929,6.57,3.3,103,9,THETE/SUIPU,High,SUIPU,THETE?,NA,THETE/THETE,N,171212,FC05,13:45,THETE/THETE,THETE,N,N,N,"TINY root system, mostly rhizomorphs on this side. Took whole thing for % col.",1,THETE,6097 b mycorrhizas THETE,FALSE,1.1325026816252077,0.36870102535266047,0.5559042839999999,0.0024632549999999997,0.05436831745602655,2.445319308815863e-4
6055,b,mycorrhizas,Bogar_6055_b_mycorrhizas,2_A12,1,142,2975,-22.29,39.3,1170,5.41,3,90,13,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,171217,FC09,21:10,THETE/THETE,THETE,N,N,N,NA,1,THETE,6055 b mycorrhizas THETE,FALSE,1.0867326507949657,0.36827768858441096,0.087874904,-0.0018014850000000009,0.008598286625784546,-1.7880483736792963e-4
6079,a,uncolonized_roots,Bogar_6079_a_NM,2_B1,1,143,2455,-26.41,46.6,1143,3.67,0.7,18,62.8,SUIPU/NM,Low,SUIPU,SUIPU,NA,SUIPU/NM,N,171214,FC06,10:05,SUIPU/NM,SUIPU,N,N,N,"mycos mostly on their way out. ""live"" = not squishy, live root at tip. ""dead"" = squishy, oft. coated in hyphae (recycling?)",1,SUIPU,6079 a uncolonized_roots SUIPU,FALSE,1.0822027956859601,0.36764267668659767,0.04157763999999999,-0.008198595000000001,0.0040684315167789364,-8.138167351812164e-4
6022,b,uncolonized_roots,Bogar_6022_b_NM,2_B4,1,146,3041,-9.02,37.6,1143,5.07,1.4,43,26.6,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,171215,FC07,13:55,THETE/THETE,THETE,N,N,N,NA,1,THETE,6022 b uncolonized_roots THETE,FALSE,1.1013199226503512,0.36815360643609596,0.23699254799999997,-0.0030514950000000004,0.023185558481169988,-3.028869856829264e-4
6067,b,uncolonized_roots,Bogar_6067_b_NM,2_C1,2,13,2827,-27.73,47.8,1351,2.21,0.8,21,62.9,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,Y,171207,FC03,14:00,MIXED/THETE,MIXED,N,N,N,"mostly THETE (some may be NM roots), a few dead or nearly dead SUIPU. Not really any dead THETE.",1,MIXED,6067 b uncolonized_roots MIXED,FALSE,1.0807513951235952,0.3671098443658414,0.026744535999999985,-0.013566285000000003,0.0026170309544140125,-0.00134664905593751
6033,b,mycorrhizas,Bogar_6033_b_mycorrhizas,2_C4,2,16,2446,-11.87,32.2,788,10.02,1.8,44,17.9,SUIPU/SUIPU,Low,SUIPU,SUIPU,NA,SUIPU/SUIPU,Y,171205,FC01,7:50,MIXED/SUIPU,SUIPU,N,N,N,lots of hyphae,1,SUIPU,6033 b mycorrhizas SUIPU,FALSE,1.0981873747745452,0.36996006603224113,0.204966528,0.015147179999999998,0.02005301060536402,0.0015035726104622449
6093,b,mycorrhizas,Bogar_6093_b_mycorrhizas,2_C5,2,17,1956,-13.04,37,723,14.75,2,39,18.7,THETE/NM,High,NM,THETE,NA,THETE/THETE,Y,180110,FC15,14:00,THETE/THETE,THETE,N,N,N,"I didn't note which fungus was here at harvest, but my tins include mycos listed for both sides A and B of this microcosm. I think both were very likely THETE.",1,THETE,6093 b mycorrhizas THETE,FALSE,1.0969013239804013,0.37168617733163356,0.191819004,0.032537025,0.01876695981122012,0.003229683909854675
6057,a,mycorrhizas,Bogar_6057_a_mycorrhizas,2_C6,2,18,3056,-21.24,42.6,1303,6.98,1,29,44.3,SUIPU/NM,Low,SUIPU,SUIPU,NA,SUIPU/NM,Y,171205,FC01,12:05,MIXED/SUIPU,MIXED,N,N,N,several dead SUIPU tips with THETE tips growing out.,1,THETE,6057 a mycorrhizas THETE,FALSE,1.0878870378202685,0.36885065214302637,0.099673964,0.00397062,0.00975267365108734,3.9415872124748397e-4
6023,a,mycorrhizas,Bogar_6023_a_mycorrhizas,2_C7,2,19,2685,-4.16,46.4,1246,32.79,2.5,68,18.3,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,Y,180109,FC14,13:05,THETE/THETE,THETE,N,N,N,NA,1,THETE,6023 a mycorrhizas THETE,FALSE,1.1066612834462233,0.37826893651352644,0.29160534,0.098861085,0.028526919277042095,0.009812443091747558
6072,a,hyphae,Bogar_6072_a_hyphae/rhizomorphs,2_C8,2,20,2017,-27.11,36.2,731,5.43,1.6,32,23,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171218,FC10,14:05,THETE/THETE,THETE,N,N,N,NA,1,THETE,6072 a hyphae THETE,FALSE,1.081433118873988,0.36828498752468697,0.033711599999999994,-0.0017279550000000024,0.0032987547048068944,-1.71505897091917e-4
6025,b,uncolonized_roots,Bogar_6025_b_NM,2_C9,2,22,3529,6.11,44.1,1556,3.15,1.2,42,37.3,THETE/SUIPU,High,SUIPU,SUIPU/THETE?,NA,THETE/SUIPU,N,171215,FC07,18:45,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6025 b uncolonized_roots SUIPU,FALSE,1.117946582442928,0.3674529014449723,0.407011384,-0.010110375000000001,0.03981221827374681,-0.001003591976806606
6026,b,mycorrhizas,Bogar_6026_b_mycorrhizas,2_C10,2,23,2282,-10.39,41.7,951,12.63,2.4,55,17.2,THETE/SUIPU,High,SUIPU,THETE?,NA,THETE/THETE,N,180110,FC15,8:00,THETE/THETE,THETE,N,N,N,"fewer live mycos than A; sorted squishy brown/black ones into ""other"" envelope.",1,THETE,6026 b mycorrhizas THETE,FALSE,1.0998141261587202,0.37091253653438194,0.221597584,0.024742845000000003,0.021679761989539026,0.002456043112603057
6056,b,mycorrhizas,Bogar_6056_b_mycorrhizas,2_D1,2,26,3275,-26.04,22.7,743,8.99,0.6,20,36.9,SUIPU/NM,Low,NM,SUIPU,NA,THETE/SUIPU,Y,171218,FC10,11:50,MIXED/SUIPU,SUIPU,N,N,N,"Wow! SO much suipu hyphae (BR). Cup B spent an extra 30 mins in fridge while I had lunch. Looks and smells like suipu, although hyphae are not wound as tightly as usual around roots. Weird myco morphology -- not the usual buttons of suipu, but instead loose hyphae all over TFRs. Extractions 742 and 743 = mystery SUIPU.",1,SUIPU,6056 b mycorrhizas SUIPU,FALSE,1.0826096200193258,0.369584181856964,0.045735404,0.011360384999999999,0.004475255850144633,0.0011276884351851257
6056,a,mycorrhizas,Bogar_6056_a_mycorrhizas,2_D2,2,27,1926,-9.62,26.8,516,6.68,0.8,15,33.5,SUIPU/NM,Low,SUIPU,THETE?,NA,THETE/SUIPU,N,171218,FC10,11:50,MIXED/SUIPU,MIXED,N,N,N,"scope check shows not all THETE roots have mantle, but they all have clamp-y hyphae everywhere, and many have at least patchy mantle.",1,MIXED,6056 a mycorrhizas MIXED,FALSE,1.1006604553776873,0.36874116916979877,0.230250228,0.0028676699999999975,0.022526091208506127,2.8467574801988027e-4
6074,a,uncolonized_roots,Bogar_6074_a_NM,2_D4,2,30,3141,-23.75,48.9,1535,7.38,0.8,24,64.8,NM/NM,Low,NM,NM,NA,NM/NM,N,171216,FC08,14:05,NM/NM,NM,N,N,N,NA,1,NM,6074 a uncolonized_roots NM,FALSE,1.0851274583391783,0.36899662906636954,0.07146859199999998,0.005441219999999998,0.0069930941699971605,5.401356445906558e-4
6038,b,uncolonized_roots,Bogar_6038_b_NM,2_D5,2,31,2725,-13.98,48.1,1312,5.52,1.8,49,26.6,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,Y,180109,FC14,14:50,THETE/THETE,THETE,N,N,N,NA,1,THETE,6038 b uncolonized_roots THETE,FALSE,1.0958680623601396,0.3683178327426948,0.18125603599999998,-0.0013970700000000029,0.01773369819095838,-1.3866067908407942e-4
6035,a,uncolonized_roots,Bogar_6035_a_NM,2_D6,2,32,3376,-24.34,43.6,1471,5.64,0.8,27,55.2,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,N,171221,FC13,20:30,THETE/THETE,THETE,N,N,N,really lame mycos,1,THETE,6035 a uncolonized_roots THETE,FALSE,1.0844787698945773,0.36836162633301833,0.06483864399999999,-9.558900000000025e-4,0.006344405725396074,-9.486708876055294e-5
6016,a,mycorrhizas,Bogar_6016_a_mycorrhizas,2_D8,2,34,3430,-23.89,37.5,1288,5.61,0.8,27,47.5,THETE/NM,Low,THETE,THETE,NA,THETE/NM,N,171207,FC03,8:20,THETE/NM,THETE,N,N,N,"nearly all fine roots have hyphae, but not all. ""Uncol"" may be early mycos (in own envelope)",1,THETE,6016 a mycorrhizas THETE,FALSE,1.0849735330374974,0.3683506779390467,0.06989538399999998,-0.001066185,0.006839168868316259,-1.0581548273219665e-4
6002,a,mycorrhizas,Bogar_6002_a_mycorrhizas,2_D10,2,36,1723,-3.42,19.6,338,8.91,1.8,32,10.6,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/SUIPU,N,171215,FC07,16:45,MIXED/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6002 a mycorrhizas SUIPU,FALSE,1.1074745264529433,0.3695549868508622,0.29992086799999995,0.011066264999999999,0.029340162283762128,0.0010984934290833026
6068,a,uncolonized_roots,Bogar_6068_a_NM,2_D11,2,37,3633,-27.01,41.5,1509,2.61,1.7,61,24.8,NM/NM,High,NM,NM,NA,THETE/NM,N,171212,FC05,12:45,THETE/NM,NM,N,N,N,NA,1,NM,6068 a uncolonized_roots NM,FALSE,1.0815430734375957,0.36725582639039644,0.034835319999999975,-0.012095685000000002,0.0034087092684145226,-0.0012006670313824408
6006,b,hyphae,Bogar_6006_b_hyphae/rhizomorphs,2_D12,2,38,1296,-23.89,18.3,238,11.88,1.8,24,10,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,180110,FC15,10:20,THETE/THETE,THETE,N,N,N,NA,1,THETE,6006 b hyphae THETE,FALSE,1.0849735330374974,0.37063883997891867,0.06989538399999998,0.021985470000000003,0.006839168868316259,0.0021823465571397804
6082,a,uncolonized_roots,Bogar_6082_a_NM,2_E1,2,40,2142,-30.31,35.1,752,7.72,1.5,32,23.7,NM/NM,High,NM,NM,NA,THETE/NM,Y,171206,FC02,19:50,FAILED,OTHER,N,N,N,"Fungus noted as ""???"": ""no mycos -- just two smallish roots and a ton of rhizomorphs following into the soil""",1,OTHER,6082 a uncolonized_roots OTHER,FALSE,1.077914443767578,0.36912070911488304,-0.002247439999999992,0.006691229999999998,-2.199204016031242e-4,6.642156931041532e-4
6038,b,mycorrhizas,Bogar_6038_b_mycorrhizas,2_E2,2,41,2304,7.42,42.9,988,17.41,2.1,49,20.1,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,Y,180109,FC14,14:50,THETE/THETE,THETE,N,N,N,NA,1,THETE,6038 b mycorrhizas THETE,FALSE,1.119385904688239,0.3726568605820466,0.421732116,0.042316515,0.04125154051905788,0.004200367160267726
6035,b,mycorrhizas,Bogar_6035_b_mycorrhizas,2_E3,2,42,2058,-25.04,47.1,969,5.65,1.3,27,36.6,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,Y,171221,FC13,20:30,THETE/THETE,THETE,N,N,N,"also lame, though not as bad as A.",1,THETE,6035 b mycorrhizas THETE,FALSE,1.083709128500928,0.3683652757971407,0.056972603999999996,-9.19125e-4,0.005574764331746751,-9.121762463820682e-5
6031,b,uncolonized_roots,Bogar_6031_b_TFR,2_E4,2,43,2991,-21.51,42.9,1284,5.55,0.8,24,53.1,THETE/NM,Low,NM,NM,NA,THETE/NM,N,171208,FC04,10:45,THETE/NM,NM,N,N,N,NA,1,NM,6031 b uncolonized_roots NM,FALSE,1.0875901980158642,0.368328781143885,0.09663991999999998,-0.001286775000000002,0.009455833846683026,-1.2771227789387662e-4
6035,b,uncolonized_roots,Bogar_6035_b_NM,2_E5,2,44,3135,-22.31,48.2,1512,5.07,0.9,29,52.8,THETE/THETE,Low,THETE,THETE,NA,THETE/THETE,Y,171221,FC13,20:30,THETE/THETE,THETE,N,N,N,"also lame, though not as bad as A.",1,THETE,6035 b uncolonized_roots THETE,FALSE,1.0867106622091638,0.36815360643609596,0.08765016,-0.0030514950000000004,0.00857629803998261,-3.028869856829264e-4
6053,b,mycorrhizas,Bogar_6053_b_mycorrhizas,2_E6,2,45,1746,-19.64,37.2,650,7.33,0.9,16,40.7,THETE/SUIPU,Low,SUIPU,SUIPU,NA,THETE/SUIPU,N,171216,FC08,17:30,THETE/SUIPU,SUIPU,N,N,N,NA,1,SUIPU,6053 b mycorrhizas SUIPU,FALSE,1.0896460519518847,0.368978381974345,0.11765348399999997,0.005257394999999999,0.011511687782703506,5.218885525661299e-4
6020,a,uncolonized_roots,Bogar_6020_a_NM,2_E7,2,46,3140,-20.36,40.8,1282,4.6,0.6,20,63.1,SUIPU/SUIPU,Low,SUIPU,NM?,NA,SUIPU/NM,N,171219,FC11,10:20,SUIPU/SUIPU,SUIPU,N,N,N,Plenty alive,1,SUIPU,6020 a uncolonized_roots SUIPU,FALSE,1.088854503334919,0.36798208060450854,0.1095627,-0.004779450000000003,0.010720139165737885,-4.744128172703421e-4
6026,a,uncolonized_roots,Bogar_6026_a_NM,2_E8,2,47,3320,-16.85,46.4,1540,5.6,1.9,63,24.6,THETE/SUIPU,High,THETE,THETE,NA,THETE/THETE,Y,180110,FC15,8:00,THETE/THETE,THETE,N,N,N,NA,1,THETE,6026 a uncolonized_roots THETE,FALSE,1.092713183184329,0.36834702847385487,0.14900527199999997,-0.0011029500000000027,0.014578819015147904,-1.0946494792402062e-4
6012,a,hyphae,Bogar_6012_a_hyphae/rhizomorphs,2_E9,2,51,3250,-17.34,4.2,136,28.29,0.3,11,12.9,THETE/SUIPU,High,THETE,THETE,NA,THETE/SUIPU,Y,171206,FC02,15:15,THETE/SUIPU,THETE,N,N,N,fuiting at top F & R compartments. Weird root architecture -- just one huge clump of mycorrhizas (like a bunch of grapes); taking all for % col.,1,THETE,6012 a hyphae THETE,FALSE,1.092174525161036,0.37662697713026716,0.143499044,0.082316835,0.014040160991854789,0.008170483708488274
6038,a,mycorrhizas,Bogar_6038_a_mycorrhizas,2_E10,2,52,2799,28.13,44.9,1258,4.62,2.4,67,18.9,THETE/THETE,High,THETE,THETE,NA,THETE/THETE,N,180109,FC14,14:50,THETE/THETE,THETE,N,N,N,NA,1,THETE,6038 a mycorrhizas THETE,FALSE,1.1421348146635075,0.36798937958809663,0.6544545279999999,-0.004705920000000001,0.06400045049432634,-4.6711383368225334e-4
6050,a,mycorrhizas,Bogar_6050_a_mycorrhizas,2_E11,2,53,3639,-9.5,14.9,544,5.57,1.2,44,12.3,SUIPU/SUIPU,High,SUIPU,SUIPU,NA,SUIPU/SUIPU,N,171212,FC05,23:00,SUIPU/SUIPU,SUIPU,N,N,N,I guess the hyphae oxidize to brown.,1,SUIPU,6050 a mycorrhizas SUIPU,FALSE,1.1007923495358032,0.36833608007667507,0.23159869199999997,-0.0012132450000000004,0.022657985366622002,-1.2041334510382029e-4
